sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image
414000000001,0.0,0.0,0.0,24.49815368652344,29.57048797607422
414000000002,0.0,0.0,0.0,26.63350486755371,26.54324150085449
414000000003,0.0,0.0,0.0,32.311222076416016,20.23966789245605
414000000004,0.0,0.0,0.0,22.66327667236328,28.173524856567383
421000000000,0.0,0.0,0.0,25.83992958068848,25.71175765991211
421000000001,0.0,0.0,0.0,27.478626251220703,24.06757545471192
421000000002,0.0,0.0,0.0,30.77109718322754,24.70708274841309
421000000003,0.0,0.0,0.0,27.13460922241211,25.514930725097656
421000000004,0.0,0.0,0.0,21.49092102050781,26.68829917907715
422000000000,0.0,0.0,0.0,36.86922454833984,17.045364379882812
422000000001,0.0,0.0,0.0,27.78400611877441,21.006378173828125
422000000002,0.0,0.0,0.0,29.710071563720703,23.837173461914062
422000000003,0.0,0.0,0.0,33.80249786376953,24.517608642578125
422000000004,0.0,0.0,0.0,32.92715835571289,17.616214752197266
423000000000,0.0,0.0,0.0,35.1290397644043,23.840476989746094
423000000001,0.0,0.0,0.0,26.03483772277832,29.75105857849121
423000000002,0.0,0.0,0.0,28.29934501647949,22.13942146301269
423000000003,0.0,0.0,0.0,28.34095001220703,22.715238571166992
423000000004,0.0,0.0,0.0,37.036903381347656,21.362934112548828
424000000000,0.0,0.0,0.0,24.624101638793945,21.899682998657227
424000000001,0.0,0.0,0.0,21.83148765563965,16.403118133544922
424000000002,0.0,0.0,0.0,31.175968170166016,22.819713592529297
424000000003,0.0,0.0,0.0,23.463279724121094,23.32908821105957
424000000004,0.0,0.0,0.0,36.22088623046875,20.88826560974121
511000000000,0.0,0.0,0.0,37.06972885131836,24.346620559692383
511000000001,0.0,0.0,0.0,24.746538162231445,33.925025939941406
511000000002,0.0,0.0,0.0,30.35960578918457,19.206768035888672
511000000003,0.0,0.0,0.0,30.06897735595703,27.623188018798828
511000000004,0.0,0.0,0.0,24.17984962463379,26.846837997436523
512000000000,0.0,0.0,0.0,27.19658851623535,24.4406795501709
512000000001,0.0,0.0,0.0,26.9287166595459,29.01106834411621
512000000002,0.0,0.0,0.0,21.755672454833984,23.839740753173828
512000000003,0.0,0.0,0.0,26.341642379760746,25.95072364807129
